college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 1,5.85,1,3,2,6,3,Linux,0,0,1,41.7,Web Developer,4.82
Tier 2,6.35,1,1,1,2,3,"Python, Django, Excel, DSA",1,2,1,52.6,Software Engineer,10.02
Tier 2,8.41,1,1,0,3,3,"JavaScript, Java, PyTorch, Git, DSA",2,1,2,62.7,ML Engineer,23.77
Tier 3,7.59,0,3,0,3,2,"Python, Deep Learning, Django",1,2,0,69.1,Data Scientist,15.51
Tier 2,7.39,0,1,2,0,0,"PyTorch, DSA",2,0,0,45.0,Data Scientist,13.91
Tier 2,7.36,2,4,0,0,3,DSA,1,0,0,55.0,Software Engineer,15.52
Tier 2,6.64,0,3,0,1,0,"Python, AWS, Deep Learning, Git",1,2,1,49.4,Software Engineer,9.81
Tier 2,7.26,2,3,1,3,2,"Django, Git, React",0,2,1,51.2,Software Engineer,10.68
Tier 2,6.24,2,3,2,3,1,"AWS, Node.js, DSA, Java",1,3,0,47.4,Software Engineer,9.77
Tier 2,5.94,1,3,3,3,5,"Docker, Excel, Git",0,1,2,42.1,Web Developer,4.61
Tier 3,6.67,2,2,1,3,2,"HTML/CSS, PyTorch",1,0,1,50.4,Web Developer,10.36
Tier 3,7.35,1,1,0,3,1,"Node.js, AWS, Machine Learning",1,2,0,68.5,Data Scientist,14.15
Tier 1,7.03,2,0,0,2,6,PyTorch,1,0,0,63.8,Data Scientist,16.3
Tier 2,7.86,0,1,2,1,4,"Django, Deep Learning",1,1,0,49.9,Data Scientist,16.17
Tier 2,7.04,0,5,0,1,4,"DSA, Node.js, React, SQL",1,2,1,57.4,Software Engineer,16.28
Tier 3,7.28,3,3,0,1,1,"PyTorch, Excel",1,0,1,57.0,Data Analyst,13.34
Tier 3,6.4,1,1,1,1,4,"Python, Machine Learning, HTML/CSS, Java, React",1,3,1,53.6,Software Engineer,10.19
Tier 2,8.16,2,3,0,0,4,SQL,0,0,1,62.5,Data Analyst,6.69
Tier 2,6.41,2,6,2,1,0,"AWS, Java",0,2,0,42.1,Software Engineer,8.5
Tier 3,8.29,3,1,0,2,1,"PyTorch, Node.js, Docker, Python, DSA, Linux",2,3,1,62.2,ML Engineer,20.39
Tier 1,8.59,1,1,0,0,4,JavaScript,0,0,1,60.4,Web Developer,6.12
Tier 3,4.0,3,1,1,0,3,"DSA, Java, AWS",1,2,0,38.7,Junior Developer,4.74
Tier 2,7.09,2,3,0,4,1,"SQL, TensorFlow, Git, JavaScript, Java",1,1,3,54.0,Backend Developer,15.75
Tier 3,5.73,1,0,3,2,2,"TensorFlow, Excel",1,0,1,40.5,Web Developer,6.25
Tier 1,7.95,1,2,0,1,3,"Linux, Django",0,1,1,49.1,DevOps Engineer,10.19
Tier 2,7.53,1,1,0,2,2,Node.js,0,1,0,39.9,Data Scientist,10.51
Tier 1,9.1,1,2,1,3,1,"React, Linux, Node.js, Python",0,3,1,66.8,Software Engineer,9.91
Tier 1,8.66,1,4,0,0,1,"Django, Deep Learning, Java, Node.js, HTML/CSS, TensorFlow",2,3,1,71.0,Data Scientist,24.42
Tier 3,7.02,1,3,0,1,1,"JavaScript, Excel, AWS",0,1,2,45.1,Web Developer,8.5
Tier 3,8.19,0,2,1,0,3,"AWS, JavaScript, Excel, React, Docker, Linux",0,3,3,60.6,DevOps Engineer,10.19
Tier 3,5.21,0,2,1,1,5,"SQL, PyTorch, JavaScript",1,0,2,37.4,Junior Developer,4.18
Tier 2,7.96,0,2,1,0,3,Excel,0,0,1,52.8,Data Analyst,6.85
Tier 1,6.84,0,6,1,3,3,"Deep Learning, Java",1,1,0,46.9,Software Engineer,9.99
Tier 2,5.06,0,1,0,2,3,"DSA, Python, Git",1,1,1,38.5,Junior Developer,4.44
Tier 3,6.93,0,0,1,3,0,Git,0,0,1,35.9,Software Engineer,4.83
Tier 3,5.58,2,1,0,0,1,"SQL, DSA, JavaScript, Python",1,1,2,53.3,Junior Developer,5.77
Tier 3,4.86,1,1,0,2,0,React,0,1,0,28.8,Junior Developer,3.5
Tier 1,7.7,0,2,0,3,2,"Deep Learning, Git, Linux",1,0,2,51.2,Data Scientist,15.99
Tier 2,6.86,2,3,1,2,2,"AWS, Git, JavaScript",0,1,2,48.6,Web Developer,7.48
Tier 3,9.93,2,2,1,2,1,"SQL, DSA, Deep Learning",2,0,1,75.2,ML Engineer,21.16
Tier 2,6.8,1,5,1,1,5,"PyTorch, React, Django",1,2,0,48.1,Software Engineer,9.29
Tier 2,7.36,3,4,0,0,3,Linux,0,0,1,40.3,DevOps Engineer,6.1
Tier 3,6.5,3,1,2,6,2,"Git, PyTorch, Python, TensorFlow",2,1,1,53.5,ML Engineer,10.53
Tier 3,6.02,1,2,0,1,2,"Excel, HTML/CSS, Node.js, AWS, Linux",0,2,3,40.8,Web Developer,8.21
Tier 2,8.15,0,0,2,1,1,"Linux, Excel, Machine Learning, TensorFlow, Java, React",2,2,2,61.5,Data Scientist,20.19
Tier 2,4.0,1,2,1,3,0,Node.js,0,1,0,23.9,Junior Developer,3.76
Tier 2,7.16,2,5,0,2,0,"Docker, Deep Learning, Excel, Node.js",1,2,1,53.9,Data Scientist,15.61
Tier 2,6.33,1,0,2,3,2,"Deep Learning, Machine Learning, HTML/CSS",2,0,1,56.4,Web Developer,10.18
Tier 3,5.92,0,1,2,3,3,"SQL, Git",0,0,2,38.3,Web Developer,4.9
Tier 3,9.14,1,2,1,0,2,"Django, TensorFlow, Docker, Machine Learning",2,2,0,81.1,ML Engineer,21.24
Tier 2,7.94,1,2,0,1,4,"TensorFlow, Excel",1,0,1,66.2,Data Scientist,15.83
Tier 3,7.48,1,1,0,3,1,"PyTorch, TensorFlow",2,0,0,60.0,ML Engineer,14.35
Tier 2,6.07,2,2,1,0,3,JavaScript,0,0,1,42.1,Web Developer,6.0
Tier 3,6.03,1,1,1,2,0,"Excel, Git, Django",0,1,2,51.7,Data Analyst,6.25
Tier 1,5.9,1,2,0,2,1,"TensorFlow, Node.js, Git, Java",1,2,1,42.7,Web Developer,6.33
Tier 3,5.58,0,0,1,3,2,"TensorFlow, Git",1,0,1,44.8,Web Developer,6.39
Tier 1,6.07,0,2,0,1,2,"Java, SQL",0,1,1,42.1,Backend Developer,8.28
Tier 2,8.81,1,2,3,1,1,"Excel, PyTorch",1,0,1,62.0,Data Analyst,12.89
Tier 2,8.19,0,2,0,1,3,"Java, Node.js, Git",0,2,1,54.5,Software Engineer,10.6
Tier 3,6.14,0,2,0,1,1,"TensorFlow, PyTorch",2,0,0,60.1,Software Engineer,9.24
Tier 2,5.79,0,0,1,2,3,"AWS, React, Java, Excel",0,3,1,29.7,Web Developer,4.67
Tier 2,8.21,3,0,1,2,2,"PyTorch, Linux",1,0,1,59.4,DevOps Engineer,18.94
Tier 2,6.43,0,0,0,1,0,"Machine Learning, Excel, React, PyTorch, TensorFlow",3,1,1,61.8,Software Engineer,9.72
Tier 1,5.22,0,2,2,0,2,"Django, Linux, Deep Learning, Python",1,2,1,42.8,Junior Developer,4.71
Tier 2,7.87,0,3,1,2,0,"AWS, Deep Learning, Machine Learning, Node.js",2,2,0,67.1,ML Engineer,15.93
Tier 2,6.97,1,2,0,0,2,"Excel, AWS, Machine Learning, TensorFlow, PyTorch",3,1,1,58.8,Data Scientist,9.83
Tier 3,5.52,1,1,2,2,0,"Excel, Docker",0,1,1,43.9,Web Developer,4.71
Tier 3,7.13,1,6,0,2,1,"DSA, Git",1,0,1,62.1,Software Engineer,12.89
Tier 2,9.16,0,2,0,2,1,"SQL, Python, JavaScript, Linux",0,1,3,64.0,Data Analyst,10.34
Tier 1,7.71,2,1,0,1,2,JavaScript,0,0,1,43.3,Web Developer,6.0
Tier 2,7.2,1,1,1,2,2,"JavaScript, Java, Node.js",0,2,1,54.0,Software Engineer,10.28
Tier 3,7.04,2,4,0,2,3,Linux,0,0,1,47.5,DevOps Engineer,6.57
Tier 1,7.87,0,3,0,1,6,Machine Learning,1,0,0,59.4,Data Scientist,16.56
Tier 2,8.76,0,5,0,2,3,"AWS, React, DSA, Python, Excel",1,3,1,69.9,Software Engineer,22.1
Tier 2,6.54,2,3,1,5,7,"React, Node.js, Excel",0,2,1,47.5,Software Engineer,8.33
Tier 2,6.32,1,4,1,1,2,"Deep Learning, Docker",1,1,0,47.5,Backend Developer,10.2
Tier 3,4.52,1,2,0,1,0,React,0,1,0,39.0,Junior Developer,3.17
Tier 1,6.6,1,1,0,1,0,HTML/CSS,0,0,1,42.7,Web Developer,6.64
Tier 3,6.82,5,1,2,2,2,"Git, DSA, Machine Learning",2,0,1,58.5,Data Scientist,10.11
Tier 2,6.65,1,2,0,2,4,"AWS, Linux, Git, Deep Learning, HTML/CSS",1,1,3,52.6,DevOps Engineer,9.85
Tier 1,5.89,1,0,0,5,3,"Git, DSA",1,0,1,50.4,Web Developer,5.67
Tier 3,6.73,1,2,0,0,1,"DSA, AWS",1,1,0,53.2,Software Engineer,10.44
Tier 2,5.65,0,2,3,4,2,Linux,0,0,1,46.8,Web Developer,4.88
Tier 3,5.98,0,2,1,0,4,"TensorFlow, Excel",1,0,1,42.9,Web Developer,5.98
Tier 1,5.44,3,1,1,0,2,TensorFlow,1,0,0,39.9,Junior Developer,4.25
Tier 2,4.91,0,0,0,1,1,"Django, TensorFlow",1,1,0,44.1,Junior Developer,4.33
Tier 1,6.42,0,3,0,2,1,"Java, JavaScript, Machine Learning, React, HTML/CSS",1,2,2,56.2,Web Developer,10.07
Tier 2,7.23,0,1,0,4,1,"Django, AWS, HTML/CSS",0,2,1,61.3,Web Developer,10.28
Tier 2,6.73,2,0,2,2,3,React,0,1,0,50.8,Software Engineer,8.4
Tier 1,6.46,1,3,0,2,3,SQL,0,0,1,43.1,Data Analyst,6.26
Tier 2,6.26,2,1,1,0,3,"PyTorch, HTML/CSS, JavaScript",1,0,2,37.9,Web Developer,9.64
Tier 3,6.4,1,4,3,2,1,"Git, Linux, React, AWS",0,2,2,38.5,Software Engineer,7.7
Tier 3,7.43,1,0,0,2,1,Machine Learning,1,0,0,55.2,Data Scientist,11.04
Tier 3,8.14,2,4,1,0,2,"Git, SQL, Docker, TensorFlow, Node.js",1,2,2,58.7,Backend Developer,17.34
Tier 2,6.25,1,2,1,1,2,"JavaScript, PyTorch, Linux, Machine Learning, Excel",2,0,3,53.4,Web Developer,10.41
Tier 3,7.05,0,0,2,6,2,"Node.js, JavaScript, Linux, Excel",0,1,3,50.4,Web Developer,7.3
Tier 3,7.61,0,2,0,2,0,TensorFlow,1,0,0,63.9,Data Scientist,11.03
Tier 3,8.79,1,3,0,1,1,"SQL, Node.js, DSA",1,1,1,64.3,Software Engineer,18.13
Tier 1,7.84,0,2,1,1,2,JavaScript,0,0,1,60.7,Web Developer,6.26
Tier 3,5.87,1,3,2,1,5,"Django, Java, Node.js",0,3,0,41.9,Web Developer,4.4
Tier 1,6.81,0,3,1,3,0,"TensorFlow, SQL, Machine Learning, Git, Django",2,1,2,57.6,ML Engineer,9.76
Tier 2,8.67,1,3,0,3,3,"Docker, Node.js, Excel, Django, Linux, Machine Learning",1,3,2,60.9,DevOps Engineer,19.59
Tier 2,5.57,0,3,1,0,2,"Node.js, DSA",1,1,0,41.8,Web Developer,5.55
Tier 3,8.47,1,5,1,2,1,"JavaScript, Deep Learning, SQL, Machine Learning",2,0,2,62.4,Data Scientist,16.4
Tier 2,9.53,0,1,0,4,1,"Docker, Linux, Machine Learning, Git",1,1,2,72.4,DevOps Engineer,19.95
Tier 1,7.88,1,1,1,3,1,"Docker, Java, Excel",0,2,1,61.3,Backend Developer,10.2
Tier 3,7.41,2,3,0,1,3,"JavaScript, DSA, SQL, Deep Learning, HTML/CSS",2,0,3,55.2,Data Scientist,15.63
Tier 2,5.88,1,2,3,2,3,"DSA, SQL, Excel",1,0,2,45.7,Web Developer,6.15
Tier 1,5.4,1,3,0,3,3,React,0,1,0,36.1,Junior Developer,4.29
Tier 1,7.45,2,3,0,0,2,"PyTorch, TensorFlow",2,0,0,62.0,Data Scientist,16.16
Tier 2,8.51,3,2,0,0,5,"Excel, Django, Java",0,2,1,59.5,Software Engineer,10.47
Tier 1,6.52,3,2,1,0,0,"Python, Deep Learning, Django, Node.js, Machine Learning",2,3,0,56.1,Data Scientist,9.79
Tier 1,7.52,1,4,0,2,3,"Machine Learning, React, Deep Learning",2,1,0,60.0,ML Engineer,16.02
Tier 2,5.11,2,4,2,2,3,"Python, React",0,2,0,30.0,Junior Developer,3.56
Tier 2,6.78,2,4,0,2,3,"Git, Node.js, SQL",0,1,2,42.1,Data Analyst,7.87
Tier 3,4.85,0,2,0,2,1,"AWS, Deep Learning",1,1,0,40.3,Junior Developer,4.73
Tier 2,6.6,2,5,0,1,4,"TensorFlow, Excel",1,0,1,51.5,Data Analyst,9.87
Tier 2,7.38,0,6,0,5,3,"Python, JavaScript, PyTorch, Docker",1,2,1,59.7,Backend Developer,16.13
Tier 3,8.41,1,0,0,0,1,"Machine Learning, Django, SQL, Python",1,2,1,61.3,Data Scientist,14.01
Tier 2,8.11,2,5,1,1,2,"Docker, Node.js, AWS, HTML/CSS, SQL, React",0,4,2,56.1,Web Developer,10.45
Tier 3,8.2,3,3,0,1,1,Java,0,1,0,49.1,Software Engineer,10.24
Tier 2,6.22,0,2,1,1,2,Django,0,1,0,44.1,Software Engineer,7.7
Tier 2,6.71,0,2,2,2,2,"Django, TensorFlow, DSA, Linux, AWS",2,2,1,45.7,Data Scientist,10.12
Tier 3,8.42,1,2,1,0,4,JavaScript,0,0,1,65.8,Web Developer,7.13
Tier 3,5.4,3,4,0,1,1,"Django, Docker, Node.js",0,3,0,37.6,Junior Developer,4.11
Tier 1,7.1,2,2,2,2,4,"Linux, Django",0,1,1,48.0,DevOps Engineer,10.58
Tier 2,8.97,2,4,1,2,1,"Node.js, Docker, Java",0,3,0,56.8,Backend Developer,10.3
Tier 2,5.28,1,4,1,0,2,"Node.js, Django, Linux, Deep Learning",1,2,1,55.1,Junior Developer,4.95
Tier 3,5.6,2,1,1,3,1,"Python, Linux, Django, PyTorch",1,2,1,49.4,Junior Developer,5.86
Tier 1,5.48,0,0,1,2,1,"Linux, Java, HTML/CSS, Excel",0,1,3,35.9,Junior Developer,3.36
Tier 2,8.74,0,0,0,0,1,"PyTorch, JavaScript",1,0,1,66.1,Web Developer,15.67
Tier 2,6.77,1,1,0,3,1,"Machine Learning, AWS, Java",1,2,0,54.1,Software Engineer,10.17
Tier 2,9.09,1,2,0,1,1,"Python, Deep Learning, Docker, HTML/CSS, Excel, Git",1,2,3,59.2,Data Scientist,23.95
Tier 3,7.23,1,0,1,3,1,"Docker, Java, Excel, TensorFlow, Git",1,2,2,54.6,Backend Developer,13.2
Tier 2,5.48,0,1,0,1,2,Python,0,1,0,46.3,Junior Developer,3.61
Tier 2,7.68,2,3,1,0,2,Linux,0,0,1,51.3,DevOps Engineer,6.14
Tier 2,7.29,2,2,0,1,3,"Git, TensorFlow",1,0,1,43.9,Data Scientist,16.22
Tier 2,6.33,0,1,1,0,3,"AWS, Deep Learning",1,1,0,37.5,Software Engineer,9.97
Tier 2,7.91,1,2,1,1,0,"React, HTML/CSS, Deep Learning, Java",1,2,1,62.4,Software Engineer,16.56
Tier 1,6.74,0,3,1,2,1,"Deep Learning, Java, React",1,2,0,49.9,Software Engineer,9.89
Tier 2,6.41,1,1,2,1,3,Linux,0,0,1,38.2,Software Engineer,6.34
Tier 2,7.47,0,3,4,1,4,"Node.js, React, SQL",0,2,1,40.9,Software Engineer,10.24
Tier 3,5.82,1,0,0,1,4,"Docker, TensorFlow, Django, Machine Learning",2,2,0,52.5,Web Developer,6.39
Tier 1,7.06,0,3,0,3,1,DSA,1,0,0,45.1,Software Engineer,15.61
Tier 3,6.97,1,1,2,1,3,"Machine Learning, Django, AWS, JavaScript",1,2,1,63.8,Web Developer,10.19
Tier 3,7.15,1,2,0,1,1,"Linux, TensorFlow, Docker, Deep Learning, DSA",3,1,1,64.6,ML Engineer,15.92
Tier 2,6.69,2,5,0,1,2,"Excel, Git, Deep Learning",1,0,2,42.9,Data Analyst,9.48
Tier 3,7.11,2,2,1,4,2,"Excel, Deep Learning",1,0,1,55.9,Data Scientist,13.51
Tier 3,7.74,2,2,0,4,1,JavaScript,0,0,1,54.1,Web Developer,6.45
Tier 2,6.88,0,2,1,1,6,"Git, Docker",0,1,1,50.4,DevOps Engineer,7.83
Tier 2,10.0,3,1,0,3,0,"Excel, Deep Learning",1,0,1,73.1,Data Scientist,23.98
Tier 1,7.43,2,0,0,3,2,"JavaScript, Docker, Java",0,2,1,53.7,Backend Developer,10.18
Tier 3,8.25,0,3,0,2,2,"TensorFlow, Docker, AWS",1,2,0,62.3,DevOps Engineer,16.09
Tier 1,7.49,1,2,2,2,2,"Linux, Git, Docker, Deep Learning",1,1,2,41.7,DevOps Engineer,16.51
Tier 2,7.68,1,1,0,1,0,"HTML/CSS, JavaScript, SQL, React",0,1,3,42.3,Web Developer,10.45
Tier 2,4.08,0,2,3,2,2,Node.js,0,1,0,34.0,Junior Developer,2.98
Tier 3,4.7,1,1,2,1,1,"AWS, Java, Python",0,3,0,36.6,Junior Developer,3.56
Tier 2,5.34,0,2,1,1,0,DSA,1,0,0,41.9,Junior Developer,4.39
Tier 2,6.74,0,4,1,1,0,"TensorFlow, HTML/CSS, Deep Learning, SQL, JavaScript",2,0,3,48.8,ML Engineer,9.66
Tier 2,6.55,0,3,1,1,4,Django,0,1,0,50.2,Software Engineer,8.13
Tier 2,6.66,2,1,1,1,5,"DSA, Git, Machine Learning, React, Django",2,2,1,60.4,Data Scientist,10.34
Tier 2,7.8,2,3,0,3,2,"AWS, Linux, JavaScript, PyTorch, HTML/CSS",1,1,3,53.0,Web Developer,14.52
Tier 2,9.37,1,2,0,0,2,"DSA, JavaScript",1,0,1,74.4,Software Engineer,21.94
Tier 3,7.66,0,4,0,2,0,"Excel, Python",0,1,1,60.9,Data Analyst,9.11
Tier 2,6.58,0,3,1,4,1,DSA,1,0,0,44.1,Software Engineer,9.8
Tier 2,6.9,2,6,0,0,3,Linux,0,0,1,57.4,DevOps Engineer,6.68
Tier 3,8.31,0,0,0,4,2,"Java, DSA, Git, Linux",1,1,2,69.0,Software Engineer,14.24
Tier 1,7.45,0,4,1,1,3,"Docker, SQL",0,1,1,46.3,Backend Developer,9.63
Tier 1,7.26,1,0,0,1,5,"PyTorch, Python, React",1,2,0,56.3,Software Engineer,16.36
Tier 2,6.46,1,1,1,4,0,Machine Learning,1,0,0,45.3,Software Engineer,10.42
Tier 2,5.03,1,0,0,4,1,"Python, JavaScript, Machine Learning",1,1,1,41.0,Junior Developer,5.07
Tier 2,6.43,2,2,1,0,0,"TensorFlow, Python",1,1,0,52.4,Software Engineer,9.97
Tier 2,6.38,1,2,2,1,3,"Python, PyTorch, HTML/CSS, Deep Learning, Git",2,1,2,53.2,Software Engineer,9.76
Tier 3,6.06,1,1,0,2,2,"TensorFlow, Deep Learning, Docker, Node.js",2,2,0,48.6,Backend Developer,9.5
Tier 2,6.46,1,0,2,2,2,"AWS, PyTorch, DSA, JavaScript, Deep Learning",3,1,1,62.8,Software Engineer,10.3
Tier 2,5.48,1,6,1,0,3,"Node.js, AWS, SQL",0,2,1,29.4,Junior Developer,4.25
Tier 2,7.38,0,4,0,1,4,"Java, React, Machine Learning, Node.js, SQL",1,3,1,43.6,Software Engineer,16.13
Tier 2,4.56,1,2,1,1,2,"PyTorch, SQL, AWS, HTML/CSS",1,1,2,37.0,Junior Developer,4.22
Tier 2,10.0,0,3,1,1,2,"Excel, SQL, PyTorch, Java",1,1,2,77.0,Data Analyst,13.59
Tier 2,7.06,1,4,2,2,4,"Excel, HTML/CSS, AWS, Node.js, Django",0,3,2,48.3,Web Developer,10.55
Tier 3,6.76,2,3,1,0,6,"Git, Docker, Linux, Node.js",0,2,2,40.3,DevOps Engineer,7.82
Tier 1,7.06,0,1,2,2,4,"Deep Learning, Machine Learning, Python",2,1,0,53.7,Data Scientist,16.36
Tier 3,8.83,1,2,0,0,2,"Machine Learning, React",1,1,0,62.0,Data Scientist,16.7
Tier 3,7.82,3,1,1,0,2,"Linux, Deep Learning, Machine Learning",2,0,1,74.6,Data Scientist,15.84
Tier 1,7.67,0,0,0,0,0,"Node.js, Java, Docker",0,3,0,44.5,Backend Developer,10.19
Tier 1,7.85,2,2,1,0,3,"DSA, JavaScript, Excel",1,0,2,60.9,Software Engineer,16.48
Tier 2,7.65,0,3,1,1,3,Python,0,1,0,51.0,Data Scientist,10.74
Tier 3,7.43,1,2,0,3,1,"Django, Node.js",0,2,0,52.3,Data Scientist,9.7
Tier 3,8.19,1,1,1,0,2,Machine Learning,1,0,0,56.0,Data Scientist,11.82
Tier 1,7.25,3,1,0,3,2,"Node.js, AWS",0,2,0,57.4,DevOps Engineer,10.2
Tier 1,7.88,3,3,0,1,1,TensorFlow,1,0,0,65.7,Data Scientist,15.63
Tier 3,9.05,1,2,0,0,1,"Java, Excel",0,1,1,62.7,Software Engineer,10.48
Tier 2,7.54,2,1,0,2,1,"AWS, Django, Python, Java",0,4,0,51.3,Software Engineer,10.33
Tier 2,6.62,1,0,2,1,2,Deep Learning,1,0,0,51.5,Software Engineer,9.91
Tier 2,6.82,1,1,1,2,3,"SQL, HTML/CSS, Excel",0,0,3,49.0,Data Analyst,6.59
Tier 3,9.35,3,2,0,1,3,"Deep Learning, DSA, SQL, Machine Learning, Django, TensorFlow",4,1,1,73.1,ML Engineer,29.06
Tier 2,5.59,1,2,1,1,0,"Deep Learning, AWS",1,1,0,39.8,Web Developer,7.34
Tier 1,8.22,1,3,1,1,1,"TensorFlow, Excel, React, SQL",1,1,2,65.8,Data Analyst,12.92
Tier 2,7.39,3,5,0,1,4,"TensorFlow, React",1,1,0,49.7,Data Scientist,16.12
Tier 3,6.47,0,2,1,0,0,"Excel, Docker, HTML/CSS",0,1,2,46.3,Web Developer,5.66
Tier 2,6.33,1,2,2,1,2,"JavaScript, HTML/CSS, Linux",0,0,3,37.5,Web Developer,6.63
Tier 2,6.78,1,3,1,1,4,"JavaScript, AWS, Django",0,2,1,40.7,Web Developer,7.71
Tier 3,6.64,1,1,4,1,2,Django,0,1,0,47.1,Software Engineer,4.61
Tier 1,8.66,1,1,2,1,1,"PyTorch, Machine Learning, Python, Git, Java",2,2,1,74.6,Data Scientist,24.28
Tier 3,6.15,2,1,0,2,4,"AWS, Django",0,2,0,44.7,Software Engineer,8.29
Tier 1,7.61,1,0,0,3,2,"React, DSA, Deep Learning, JavaScript",2,1,1,66.6,Data Scientist,15.85
Tier 1,8.0,0,4,0,1,2,"JavaScript, Docker, Node.js, Deep Learning",1,2,1,57.4,Data Scientist,24.3
Tier 3,9.47,0,5,1,0,2,"DSA, Node.js, Python, AWS, TensorFlow",2,3,0,68.9,Data Scientist,23.01
Tier 2,4.97,4,1,1,1,2,"Excel, PyTorch, TensorFlow, JavaScript",2,0,2,40.3,Junior Developer,4.03
Tier 1,7.58,3,1,0,1,3,AWS,0,1,0,56.1,DevOps Engineer,10.85
Tier 3,7.92,1,3,0,2,2,"JavaScript, Docker",0,1,1,55.6,Web Developer,10.18
Tier 3,4.11,1,1,2,0,4,Git,0,0,1,28.8,Junior Developer,3.07
Tier 2,7.06,1,1,1,1,3,"React, Git, Python",0,2,1,52.8,Software Engineer,9.94
Tier 2,8.54,1,2,1,3,1,"AWS, JavaScript, Django, DSA",1,2,1,63.0,Software Engineer,22.41
Tier 1,6.53,1,3,2,1,2,SQL,0,0,1,49.6,Data Analyst,6.44
Tier 2,6.84,0,2,1,2,4,"Deep Learning, TensorFlow",2,0,0,54.0,ML Engineer,10.24
Tier 2,6.83,2,2,1,0,4,AWS,0,1,0,49.8,DevOps Engineer,8.38
Tier 3,7.93,1,0,0,0,4,"Docker, Java, Deep Learning, AWS, React",1,4,0,59.9,Software Engineer,15.54
Tier 3,8.0,1,0,0,1,2,"HTML/CSS, Node.js",0,1,1,60.1,Web Developer,8.46
Tier 2,8.6,2,2,0,0,1,AWS,0,1,0,65.9,DevOps Engineer,10.55
Tier 2,6.64,1,1,0,0,3,"DSA, React, Git",1,1,1,47.6,Software Engineer,9.67
Tier 2,6.94,1,3,1,0,4,"Git, PyTorch, Python, Linux, Node.js",1,2,2,58.3,Software Engineer,9.53
Tier 3,7.92,1,0,0,2,1,Deep Learning,1,0,0,55.8,Data Scientist,11.39
Tier 2,8.37,1,3,1,2,4,"AWS, TensorFlow, Django, Machine Learning",2,2,0,74.7,ML Engineer,23.49
Tier 1,9.08,0,2,0,0,2,"AWS, Java, Deep Learning, Docker",1,3,0,74.6,DevOps Engineer,19.94
Tier 2,6.04,0,3,1,0,1,HTML/CSS,0,0,1,56.0,Web Developer,6.83
Tier 2,7.24,1,2,0,1,0,Django,0,1,0,53.8,Data Scientist,10.44
Tier 1,8.58,1,2,0,1,2,"Machine Learning, Java, DSA, Django, PyTorch",3,2,0,74.6,Data Scientist,24.01
Tier 2,8.37,2,1,0,1,6,"JavaScript, Linux, Java, TensorFlow, Git",1,1,3,63.8,Data Scientist,23.36
Tier 3,5.43,2,1,0,2,4,"AWS, Git, Linux, React",0,2,2,45.0,Junior Developer,3.86
Tier 3,7.56,1,2,1,1,0,"Machine Learning, Python, HTML/CSS",1,1,1,56.0,Data Scientist,12.24
Tier 3,8.11,1,2,0,1,1,"Django, HTML/CSS, Node.js, Git, React, Linux",0,3,3,64.3,Web Developer,9.96
Tier 2,7.24,0,5,0,2,1,"Python, Docker",0,2,0,46.2,Backend Developer,10.3
Tier 2,6.42,0,2,0,2,4,DSA,1,0,0,48.4,Software Engineer,9.56
Tier 2,6.03,3,1,4,3,2,"Deep Learning, Git, Excel",1,0,2,43.8,Data Analyst,10.09
Tier 2,8.54,2,2,2,4,2,"Django, Python, Java",0,3,0,57.8,Software Engineer,10.24
Tier 2,6.93,0,2,4,0,3,"Django, Docker, Java, HTML/CSS",0,3,1,53.6,Backend Developer,7.74
Tier 2,5.5,3,1,1,1,3,"React, Docker, AWS",0,3,0,38.6,Web Developer,4.53
Tier 3,7.33,2,4,0,2,2,"SQL, React, Django, Docker, HTML/CSS",0,3,2,54.0,Web Developer,10.79
Tier 2,8.37,2,4,0,1,4,"Python, Docker, Linux, Git",0,2,2,53.8,DevOps Engineer,10.11
Tier 2,6.57,1,2,1,3,5,"Docker, HTML/CSS, SQL",0,1,2,43.8,Backend Developer,7.6
Tier 1,5.54,2,6,1,1,0,"Django, DSA, TensorFlow, PyTorch",3,1,0,44.3,Web Developer,6.09
Tier 3,4.16,2,1,2,0,5,"HTML/CSS, Git, TensorFlow, Java",1,1,2,33.9,Junior Developer,4.29
Tier 3,6.77,1,3,1,1,4,"PyTorch, TensorFlow, Excel",2,0,1,57.5,ML Engineer,9.95
Tier 3,7.3,0,1,0,2,6,PyTorch,1,0,0,56.8,Data Scientist,12.04
Tier 2,7.0,2,1,2,3,0,HTML/CSS,0,0,1,47.2,Web Developer,6.76
Tier 3,9.18,2,0,0,0,0,"AWS, Machine Learning, Git, Linux, HTML/CSS, PyTorch",2,1,3,77.8,Data Scientist,20.44
Tier 2,7.86,2,2,0,6,2,"Node.js, Machine Learning",1,1,0,61.9,Data Scientist,15.98
Tier 3,7.1,3,3,2,2,0,"Python, Machine Learning, Git, React, SQL",1,2,2,52.2,Data Scientist,15.0
Tier 3,7.37,1,2,1,3,1,"TensorFlow, SQL, Machine Learning, React",2,1,1,58.7,Data Scientist,15.31
Tier 2,6.82,1,3,1,0,2,"HTML/CSS, Git, React, TensorFlow",1,1,2,45.8,Web Developer,10.5
